author,location,content,properties
"{""properties"":{""friends"":1001,""verified"":false,""status_count"":126287}}","{""longitude"":-2.7298299999999998,""country"":""GB"",""latitude"":53.44721721577191}","{""body"":""@shimapantsuu This tells you how much I know about French\nDespite studying it for years""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":195,""verified"":false,""status_count"":2719}}","{""longitude"":0.026298999999999996,""country"":""GB"",""latitude"":51.394368557245095}","{""body"":""@SoccerSix #SoccerSixNashGrier please 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":881,""verified"":false,""status_count"":15275}}","{""longitude"":-1.4496120000000003,""country"":""GB"",""latitude"":53.38322877572023}","{""body"":""@Theweknd_ I'll try again lol\n\nhttps://t.co/HuCXaDsxgG\n\nIf the image isn't there try this https://t.co/Fe0MVj7QIA""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":341,""verified"":false,""status_count"":5341}}","{""longitude"":-2.58539,""country"":""GB"",""latitude"":51.45790063398809}","{""body"":""Living with freshers for fourth year was such a mistake.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2833,""verified"":false,""status_count"":82132}}","{""longitude"":-0.252754,""country"":""GB"",""latitude"":51.39781057661456}","{""body"":""@JamesDeen You might have to answer a few questions as people are accusing you of Amber Rayne's death.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":658,""verified"":false,""status_count"":575}}","{""longitude"":-1.253726,""country"":""GB"",""latitude"":52.37427738933978}","{""body"":""Hoover goes on, one dance is sung @jonahsimons321""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1532,""verified"":false,""status_count"":6837}}","{""longitude"":-1.8906405,""country"":""GB"",""latitude"":52.49405270288055}","{""body"":""@JessicaLaxaman if ur into fantasy and mind bogglingg twist n turns u need to watch it""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2327,""verified"":false,""status_count"":52976}}","{""longitude"":-0.09291050000000002,""country"":""GB"",""latitude"":51.51448212166734}","{""body"":""Have not seen a single second of 'Love Island' and never intend on changing that""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":315,""verified"":false,""status_count"":1682}}","{""longitude"":-5.15134,""country"":""GB"",""latitude"":50.33755320054015}","{""body"":""Sorry you're not a winner !!""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":2718,""verified"":false,""status_count"":35887}}","{""longitude"":0.0149895,""country"":""GB"",""latitude"":51.47151451957592}","{""body"":""Brain is having one of its insomnia nights! Seriously wish I could flick a switch sometimes and switch it off! #mindfulness #MentalHealth""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":274,""verified"":false,""status_count"":563}}","{""longitude"":-4.142929999999999,""country"":""GB"",""latitude"":50.40223082859258}","{""body"":""@CraigTanner27  be nice to have you back this season m8 you can spend some time with the chuckle brothers 😂😂💚💚""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1066,""verified"":false,""status_count"":62196}}","{""longitude"":-1.5186515,""country"":""GB"",""latitude"":52.41195046288927}","{""body"":""@gferenc_ this one is my favourite https://t.co/5tP1gFZ2Bv""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1945,""verified"":true,""status_count"":9173}}","{""longitude"":-0.19371950000000002,""country"":""GB"",""latitude"":51.451674884083495}","{""body"":""You ARE huge ! https://t.co/tVeEfagzY9""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1190,""verified"":false,""status_count"":12911}}","{""longitude"":-0.265658,""country"":""GB"",""latitude"":52.583285350952416}","{""body"":""@GarethWyld thank you. Same to you :)""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":478,""verified"":false,""status_count"":5665}}","{""longitude"":-3.0258350000000007,""country"":""GB"",""latitude"":51.58567402626544}","{""body"":""If Pikachu was a kid on a playground he would be a total goalhanger #killsteal""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":183,""verified"":false,""status_count"":1268}}","{""longitude"":-0.903591,""country"":""GB"",""latitude"":52.33058798283946}","{""body"":""@Dawesyyyydoe @BIEXBURTRUMAN do U wanna round of 8 hole golf if so @ me up then BOY""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1193,""verified"":false,""status_count"":28382}}","{""longitude"":0.7212505000000001,""country"":""GB"",""latitude"":51.54947858240573}","{""body"":""@MattFrost97 HARRIS""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1111,""verified"":false,""status_count"":16562}}","{""longitude"":0.08932450000000001,""country"":""GB"",""latitude"":51.468410299162315}","{""body"":""Yes 🙃 https://t.co/8oIQqtHD9w""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":521,""verified"":false,""status_count"":8177}}","{""longitude"":-1.7952475,""country"":""GB"",""latitude"":57.50503183042213}","{""body"":""@Ciocia But that doesn't matter.\n\nCulture affects the way we interact with one another and changes our perspective.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":225,""verified"":false,""status_count"":55107}}","{""longitude"":-3.18803908,""country"":""GB"",""latitude"":55.95001695}","{""body"":""where's nessi? @ Loch Ness, Scotland https://t.co/RMmEYvOTJp""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":865,""verified"":false,""status_count"":9858}}","{""longitude"":-0.18928900000000004,""country"":""GB"",""latitude"":51.410893464308295}","{""body"":""Best teams in England 😜 https://t.co/WoxWkxKuoo""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":858,""verified"":false,""status_count"":6717}}","{""longitude"":-2.135494,""country"":""GB"",""latitude"":53.26765753793334}","{""body"":""Man I love @mooseblooduk so much 😍😍😍😍😍😍 https://t.co/Lbxae7rqRL""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":398,""verified"":false,""status_count"":3348}}","{""longitude"":-1.253726,""country"":""GB"",""latitude"":52.37427738933978}","{""body"":""You need a punch. In the face 😊""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":402,""verified"":false,""status_count"":1515}}","{""longitude"":-0.18683250000000007,""country"":""GB"",""latitude"":51.12773719364318}","{""body"":""It honestly grosses me out at how many underage girls you lure in and try your luck with. Disgusting, dirty little boy""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":498,""verified"":false,""status_count"":11076}}","{""longitude"":-2.504527,""country"":""GB"",""latitude"":53.50156034651659}","{""body"":""spoke too soon about having 'the whole weekend off' 🙈""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2310,""verified"":false,""status_count"":115540}}","{""longitude"":-0.8829510000000002,""country"":""GB"",""latitude"":52.23888471672323}","{""body"":""When ur telling your mum about things u do at gigs but she always brings up stage diving at pantera and having her arm around dimebag""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":283,""verified"":false,""status_count"":4930}}","{""longitude"":-1.999259,""country"":""GB"",""latitude"":52.596279428808245}","{""body"":""😭""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1090,""verified"":false,""status_count"":19359}}","{""longitude"":-2.809186499999999,""country"":""GB"",""latitude"":54.67777153671768}","{""body"":""@AliceWhitehead1 I WAS AS SHOCKED AS YOU ARE LIKE I WAS SURE I FOLLOWED YOU RIGHT FROM DAY ONE IM SO SORRY but it's ok xoxoxoxoxoxox""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":376,""verified"":false,""status_count"":136}}","{""longitude"":-0.13035600000000003,""country"":""GB"",""latitude"":50.84034002985045}","{""body"":""Dreams or predictions? Interesting hypothesis on predictive coding in the brain during sleep https://t.co/dr1JiNyIPh""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":889,""verified"":false,""status_count"":17455}}","{""longitude"":-2.492508,""country"":""GB"",""latitude"":51.465826602329074}","{""body"":""We lost in the semi-final. It hurt. But I bloody love football. #Euro96 #euro96rewind #footballscominghome""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":500,""verified"":false,""status_count"":81275}}","{""longitude"":-0.0350195,""country"":""GB"",""latitude"":51.51483911149297}","{""body"":""EU AMO HOZIER EU QUERO ATRAVESSAR A CIDADE CORRENDO""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":364,""verified"":false,""status_count"":19079}}","{""longitude"":-2.2118700000000002,""country"":""GB"",""latitude"":52.1949280184406}","{""body"":""For Halloween I just need a dusty black coat and a red right hand""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":178,""verified"":false,""status_count"":1206}}","{""longitude"":-2.1270404999999997,""country"":""GB"",""latitude"":57.1605717487859}","{""body"":""@andygoldstein05 @jasoncundy05  https://t.co/nPfokiJ2kI""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":149,""verified"":false,""status_count"":870}}","{""longitude"":-1.1202050000000001,""country"":""GB"",""latitude"":54.577103178630836}","{""body"":""😴😴""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":195,""verified"":false,""status_count"":2710}}","{""longitude"":0.026298999999999996,""country"":""GB"",""latitude"":51.394368557245095}","{""body"":""@SoccerSix #SoccerSixNashGrier 🙋🏼🙋🏼🙋🏼❤️🙏🏼🙏🏼🙏🏼❤️❤️❤️⚽️⚽️⚽️⚽️😰😰😰😰""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":249,""verified"":false,""status_count"":2873}}","{""longitude"":-1.2239520000000002,""country"":""GB"",""latitude"":52.766714036292804}","{""body"":""@ChiIIJake just ChillJake okay""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":269,""verified"":false,""status_count"":105522}}","{""longitude"":-3.2106980000000007,""country"":""GB"",""latitude"":52.02872122990461}","{""body"":""HRRK https://t.co/HODEJtHb9d""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":275,""verified"":false,""status_count"":709}}","{""longitude"":-0.13035600000000003,""country"":""GB"",""latitude"":50.84034002985045}","{""body"":""@MarthaForman HAPPY FUCKEN BIRFDAY FAM 🎉❤️👌😎""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":426,""verified"":false,""status_count"":1413}}","{""longitude"":-1.8526069999999997,""country"":""GB"",""latitude"":50.74229888148258}","{""body"":""Different Past,Shared Futures celebrates Diversity and hopes for a better and brighter future #RefugeeWeek #fineart https://t.co/Wl95SNMBl9""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":689,""verified"":false,""status_count"":10343}}","{""longitude"":-3.2030084999999997,""country"":""GB"",""latitude"":55.943259273756}","{""body"":""@lilyhallx1 aww thank you lily😇xx""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":389,""verified"":false,""status_count"":1762}}","{""longitude"":-4.031101499999999,""country"":""GB"",""latitude"":55.85992124362443}","{""body"":""MEEEEEE https://t.co/djlb7gPxSk""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":390,""verified"":false,""status_count"":1230}}","{""longitude"":-2.2334800000000006,""country"":""GB"",""latitude"":53.456983702037085}","{""body"":""It's really good stick with it watch all 6 seasons😂 https://t.co/xlxCTZoD5c""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":313,""verified"":false,""status_count"":2481}}","{""longitude"":-0.13035600000000003,""country"":""GB"",""latitude"":50.84034002985045}","{""body"":""@_kirst_a how can you not😂 didn't  you used to get like 15 over 100 🙄""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":683,""verified"":false,""status_count"":14424}}","{""longitude"":-2.2334800000000006,""country"":""GB"",""latitude"":53.456983702037085}","{""body"":""There are places I won't work because of this. Important that we acknowledge the past. https://t.co/v8AmSYjA9Q""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":575,""verified"":false,""status_count"":24216}}","{""longitude"":-1.2714555,""country"":""GB"",""latitude"":54.60276942508207}","{""body"":""ROSS' SNAPCHAT!!! FCK!!!""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":174,""verified"":false,""status_count"":2790}}","{""longitude"":-2.1270404999999997,""country"":""GB"",""latitude"":57.1605717487859}","{""body"":""@orla_ocean Thank you Orla, from you, praise indeed :)""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":1759,""verified"":false,""status_count"":4627}}","{""longitude"":0.12944444,""country"":""GB"",""latitude"":52.09305556}","{""body"":""Why yes, that is the belly of a Concorde above me. #iwm #duxford #duxfordiwm @ Imperial War… https://t.co/FOK1Srwhr5""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":250,""verified"":false,""status_count"":1694}}","{""longitude"":-4.2219125,""country"":""GB"",""latitude"":57.47197179293184}","{""body"":""@MichaelJardine6 Why do you pay council or income tax? Did you vote? It's called politics""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":119,""verified"":false,""status_count"":7241}}","{""longitude"":-1.51451982,""country"":""GB"",""latitude"":52.40557654}","{""body"":""I'm at Beauchamp house in Coventry https://t.co/JLanZbIl0D""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":445,""verified"":false,""status_count"":8887}}","{""longitude"":-0.4163795,""country"":""GB"",""latitude"":54.27513639262624}","{""body"":""Cannot shift this horrible anxiety feeling at all 😩😭""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":296,""verified"":false,""status_count"":11215}}","{""longitude"":-0.07060350000000003,""country"":""GB"",""latitude"":51.46469310439313}","{""body"":""Looooool https://t.co/xl39q3LOwU""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":489,""verified"":false,""status_count"":9385}}","{""longitude"":-2.4837504999999998,""country"":""GB"",""latitude"":53.728535988425826}","{""body"":""Cringe to fuck at some of the people I went to school with 😖""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1624,""verified"":false,""status_count"":51676}}","{""longitude"":-0.2108945,""country"":""GB"",""latitude"":51.61191284168327}","{""body"":""Lowkey lowkey looking forward to starting school""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":499,""verified"":false,""status_count"":28886}}","{""longitude"":-1.7874955000000006,""country"":""GB"",""latitude"":52.44725408864302}","{""body"":""@Robyn_Moscrop almost as bad at parking as me 😂""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1042,""verified"":false,""status_count"":13579}}","{""longitude"":-4.200440999999999,""country"":""GB"",""latitude"":57.786631183916356}","{""body"":""can't believe in 7 hours time we'll be pulling into Victoria bus station and getting drunk ready to see @fathersonband 🤘🏽""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":336,""verified"":false,""status_count"":280512}}","{""longitude"":-3.984748,""country"":""GB"",""latitude"":55.80135874607209}","{""body"":""@lazaruhes or olly I love olly""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":1004,""verified"":false,""status_count"":347172}}","{""longitude"":-0.18928900000000004,""country"":""GB"",""latitude"":51.410893464308295}","{""body"":""What a wonderful song, my ears are hearing the glory""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":460,""verified"":false,""status_count"":12500}}","{""longitude"":-3.94463209,""country"":""GB"",""latitude"":51.61712657}","{""body"":""I spewed on an Indian girls blanket thing""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1770,""verified"":false,""status_count"":5051}}","{""longitude"":-2.228955,""country"":""GB"",""latitude"":53.59008403194529}","{""body"":""❤️ https://t.co/SJSpld2PDe""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":505,""verified"":false,""status_count"":114413}}","{""longitude"":-1.1722659999999996,""country"":""GB"",""latitude"":52.969744440802685}","{""body"":""lol""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":336,""verified"":false,""status_count"":280511}}","{""longitude"":-3.984748,""country"":""GB"",""latitude"":55.80135874607209}","{""body"":""If anyone meets Louis or Robbie tomorrow please tell them I love them.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":314,""verified"":false,""status_count"":2119}}","{""longitude"":-3.2030084999999997,""country"":""GB"",""latitude"":55.943259273756}","{""body"":""@charliemackayx Happy Birthday Charlie, hope u have a lovely day💝xxx""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":2318,""verified"":false,""status_count"":13949}}","{""longitude"":-2.434952499999999,""country"":""GB"",""latitude"":53.58421048880526}","{""body"":""Note: he's not real""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1049,""verified"":false,""status_count"":9986}}","{""longitude"":-3.9457349999999987,""country"":""GB"",""latitude"":51.644318675742966}","{""body"":""when you walk past the person you hate most😂😭😂😭 https://t.co/YxdFuPelGZ""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":108,""verified"":false,""status_count"":2545}}","{""longitude"":-0.74787863,""country"":""GB"",""latitude"":51.27461244}","{""body"":""I take payment for airport runs in the form of midnight kebab dinners! #theresnobinbelly @ Belly… https://t.co/1WBEaqomtI""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":328,""verified"":false,""status_count"":23431}}","{""longitude"":0.024996000000000004,""country"":""GB"",""latitude"":51.544829907267776}","{""body"":""Friends please stop saying 'mums life' and such and such sayings because it's shirk to swear on something other than Allah barak'Allahu fik""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":195,""verified"":false,""status_count"":2640}}","{""longitude"":0.026298999999999996,""country"":""GB"",""latitude"":51.394368557245095}","{""body"":""@SoccerSix #SoccerSixNashGrier 😶😶😶😶🙋🏼🙋🏼🙋🏼🙋🏼🙋🏼❤️❤️⚽️⚽️⚽️""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":172,""verified"":false,""status_count"":10438}}","{""longitude"":-1.4813514999999997,""country"":""GB"",""latitude"":52.51667364180294}","{""body"":""@WisaWall I know right? It's mostly why I left.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":588,""verified"":false,""status_count"":183765}}","{""longitude"":-2.1540125,""country"":""GB"",""latitude"":53.01941871958767}","{""body"":""@itsKapoow u seeing this @Rickay313? Our street is flooded with cops""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":1011,""verified"":false,""status_count"":34373}}","{""longitude"":-4.745054499999999,""country"":""GB"",""latitude"":50.664711008817804}","{""body"":""@cockneygreen65 @Theleaguemag no this was a later team actually.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2983,""verified"":false,""status_count"":16843}}","{""longitude"":-1.5654900000000003,""country"":""GB"",""latitude"":53.802038177843606}","{""body"":""@The_Tardis_Toms @SquirtTheCat @Mr_Pie @MariaPulk @MrMoustacheCat @RosieRoseLA @3coolkatz Excellent!""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":459,""verified"":false,""status_count"":25196}}","{""longitude"":-0.9878955,""country"":""GB"",""latitude"":50.85834181389471}","{""body"":""@ecchixqueen 'DONT CALL ME BOY' https://t.co/hJvsTvwpcp""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":279,""verified"":false,""status_count"":19617}}","{""longitude"":-2.9870915,""country"":""GB"",""latitude"":51.26214695188809}","{""body"":""Yeh and your point is ......... https://t.co/M2sw4QzhkN""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1004,""verified"":false,""status_count"":347173}}","{""longitude"":-0.18928900000000004,""country"":""GB"",""latitude"":51.410893464308295}","{""body"":""He will score goals 🎤 https://t.co/xvr1gB0qks""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":378,""verified"":false,""status_count"":1331}}","{""longitude"":-3.184728,""country"":""GB"",""latitude"":55.950684}","{""body"":""Scottish song stories n dance 4 wee 1s inc. Brochan Lon & an interactive spurtle :) in the #FunFolk app launchd 2day https://t.co/VKWHRhLjEk""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":391,""verified"":false,""status_count"":5934}}","{""longitude"":-1.0669855000000004,""country"":""GB"",""latitude"":50.81887558368253}","{""body"":""I started the day with 1740 rating, finished today with 1738. not good at all. RNG happens :(""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":562,""verified"":false,""status_count"":36776}}","{""longitude"":-0.060167500000000006,""country"":""GB"",""latitude"":51.54765285291366}","{""body"":""Why does it pain people that fat women are sexy and having sex? Why are so upset?""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":88,""verified"":false,""status_count"":76903}}","{""longitude"":-4.083556,""country"":""GB"",""latitude"":52.11581251306233}","{""body"":""I give up. I actually give up.""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":339,""verified"":false,""status_count"":8547}}","{""longitude"":-4.505635999999999,""country"":""GB"",""latitude"":55.90729485946664}","{""body"":""G'day""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":889,""verified"":false,""status_count"":4733}}","{""longitude"":-0.09916350000000003,""country"":""GB"",""latitude"":51.64530734401061}","{""body"":""@hoogie1 Blimey!!!""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":363,""verified"":false,""status_count"":20581}}","{""longitude"":-0.9820305,""country"":""GB"",""latitude"":51.45255330711058}","{""body"":""Best feature on this IPad, split screen ✂️ https://t.co/f1VM3FhOpg""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":620,""verified"":false,""status_count"":31909}}","{""longitude"":0.25027778,""country"":""GB"",""latitude"":51.49972222}","{""body"":""0000hrs Forecast:Settled fine\nTemp:10.8°C UV:0 \nBaro:1024.0hpa Steady\nWindGust:9.3mph N\nRain2Day:0.0mm\nSunset:21:08hrs\n#Thurrock""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1579,""verified"":false,""status_count"":3691}}","{""longitude"":-0.8829510000000002,""country"":""GB"",""latitude"":52.23888471672323}","{""body"":""@Andy_Watt that would be worse, more seat, more rubbing""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2681,""verified"":false,""status_count"":16085}}","{""longitude"":-5.0243725,""country"":""GB"",""latitude"":54.9045071775213}","{""body"":""@JuaSolar Thank you for following my Fiance Alastair & I on our networks @Liverpool_Media @Heart_of_a_city @Darkskypark @Pulse2PulseUK""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":502,""verified"":false,""status_count"":8589}}","{""longitude"":-3.467519,""country"":""GB"",""latitude"":53.292164135034604}","{""body"":""What an animal @ChrisEubankJr is on his smapchat story getting nailed with that heavy ball to his body""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":576,""verified"":false,""status_count"":1091}}","{""longitude"":-0.7921350000000003,""country"":""GB"",""latitude"":53.07120692951682}","{""body"":""Think I would of been in Paul inces room at euro96 🍻🍻🍻🍻#Euro96""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":974,""verified"":false,""status_count"":16225}}","{""longitude"":-0.27846400000000004,""country"":""GB"",""latitude"":51.39007140862319}","{""body"":""I would also like to see a sequel to cult classic Amy Winehouse 2""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":5,""verified"":false,""status_count"":25406}}","{""longitude"":-2.65,""country"":""GB"",""latitude"":50.95}","{""body"":""23:55 Temperature: 13.2°C, Wind: NW, 4 mph (ave), 8 mph (gust), Humidity: 87%, Rain (hourly) 0.0 mm, Pressure: 1014 hPa, rising slowly""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":1866,""verified"":false,""status_count"":44089}}","{""longitude"":-1.2074825000000002,""country"":""GB"",""latitude"":53.9394953936082}","{""body"":""@RoderikPeacock 4 till 9...""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":255,""verified"":false,""status_count"":21004}}","{""longitude"":0.127886,""country"":""GB"",""latitude"":51.554035394136}","{""body"":""I doubt my self too much""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":616,""verified"":false,""status_count"":4623}}","{""longitude"":-0.8018385,""country"":""GB"",""latitude"":53.296631624546585}","{""body"":""in love with my promise ring😇😇""}","{""sentiment"":1,""platform"":""twitter""}"
"{""properties"":{""friends"":1,""verified"":false,""status_count"":18334}}","{""longitude"":-2.578,""country"":""GG"",""latitude"":49.477}","{""body"":""23:47 BST: Temp: 13.0°C,\nWind: N, 2 mph (ave), 4 mph (gust),\nHumidity: 95%,\nRain (hourly) 0.0 mm,\nPressure: 1020 hPa, steady""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":21425,""verified"":false,""status_count"":1125}}","{""longitude"":-2.23194,""country"":""GB"",""latitude"":51.725}","{""body"":""Pull workout from yesterday, only had a limited amount of equipment and a short amount of time… https://t.co/mAnkQLMQ0E""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":2051,""verified"":false,""status_count"":5816}}","{""longitude"":-0.47672000000000003,""country"":""GB"",""latitude"":51.640624512574604}","{""body"":""Never will feel like I'm truly better 👼🏼""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":458,""verified"":false,""status_count"":25188}}","{""longitude"":-0.9878955,""country"":""GB"",""latitude"":50.85834181389471}","{""body"":""@thesepagesthink https://t.co/zTcFsiYhu1""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":821,""verified"":false,""status_count"":7509}}","{""longitude"":-1.4496120000000003,""country"":""GB"",""latitude"":53.38322877572023}","{""body"":""@antparkinson17 that's fine, we've got Brayford at RB... Any chance of the other full back who spanked one from 30 yds at our place??""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1850,""verified"":false,""status_count"":14712}}","{""longitude"":-0.09291050000000002,""country"":""GB"",""latitude"":51.51448212166734}","{""body"":""@debbiesimone123 @labourvalueproj Comes with the territory with multiple-choice quantitative political surveys, though. Good effort I think""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":198,""verified"":false,""status_count"":2606}}","{""longitude"":-0.102162,""country"":""GB"",""latitude"":51.58792119344532}","{""body"":""@deepinth0ught ☺️""}","{""sentiment"":0,""platform"":""twitter""}"
"{""properties"":{""friends"":690,""verified"":false,""status_count"":18757}}","{""longitude"":-0.07060350000000003,""country"":""GB"",""latitude"":51.46469310439313}","{""body"":""The temptation I have to go to Brixton right now... So so sober but I wanna groove #skreams30th""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":287,""verified"":false,""status_count"":21388}}","{""longitude"":-1.4707735000000002,""country"":""GB"",""latitude"":53.01903536815493}","{""body"":""@deblamb67 oh absolutely! You're the first in my hit list. 😉""}","{""sentiment"":-1,""platform"":""twitter""}"
"{""properties"":{""friends"":1246,""verified"":false,""status_count"":2487}}","{""longitude"":-4.2417515,""country"":""GB"",""latitude"":55.85839558130999}","{""body"":""@ruthmidget Ooh... Er... Insightful musings... Thinking, thinking!!! Actually, Ruth, I'm hoping you'll be supplying the insights next year!""}","{""sentiment"":1,""platform"":""twitter""}"
